"Zip","JobId","Latitude","Longitude","AverageTilt","PaymentType","GrossPrice","FederalTaxCredit","Bedroom","HomeSqFoot","HeatingType","Heating","CoolingType","Cooling","YearBuilt","EngineeringSoldkWSize","EngineeringSoldAnnualkWh","EnergyConsumption","Region","State","AHJ","RoofType","RoofSqFoot","NumMountingPlanes","NumPanels","Utility","ProductTypeAlt","PowerwallCount","UtilityCostPerKWh","OldBill","UtilityRatePlanId","UtilityInflationRate","GasRatePlanID","AverageShading","NumStories","Status","Insolation","yearly_sunlight_kwh_kw_threshold_avg","yearly_sunlight_kwh_n","yearly_sunlight_kwh_s","yearly_sunlight_kwh_e","yearly_sunlight_kwh_w","yearly_sunlight_kwh_f","yearly_sunlight_kwh_median","yearly_sunlight_kwh_total","ZIP","Avg.Age","Avg.Age.Male","Avg..Age.Female","HS.or.Below","Undergrad.or.Below","Graduate.School","Total.Homes","Avg.Value","Median.Income","Population"
1772,"JB-0173898-00",42.316459,-71.518525,22,"Loan",31674.5,9502.35,4,2061,"",NA,"",NA,1967,7.15,6247.7687,5638,"East Coast","MA","Southborough","Comp Shingle Roof",1897,1,22,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.199896,145.716,9991205,0.04,49601,0.343636364,"",1,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6259,43.8,44.4,43.5,0.34375,0.491776315789474,0.164473684210526,1363,"288910.0033",68817,4498
1757,"JB-0173899-00",42.142521,-71.505754,25,"PPA",28050,6548.4,2,900,"Electric",1,"Other",1,1981,5.1,4330.9015,9512,"East Coast","MA","Milford","Comp Shingle Roof",1252,3,17,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.209884,218.1666,9991205,0.04,49601,0,"",0,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6234,43.1,42.1,44.5,0.422080107707842,0.470380343318748,0.10753954897341,2264,"237387.981",68849,8244
1730,"JB-0173908-00",42.504013,-71.301666,40,"Cash",24595.75,7378.725,6,4450,"Gas",1,"Central",1,2014,3.9,2753.1688,7531,"East Coast","MA","Bedford","Comp Shingle Roof",3270,1,12,"Eversource Energy (NSTAR-Boston Edison)","PV+Storage",1,0.186673,168.951,9991181,0.04,49601,0.24,"",0,3.84,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6088,46.9,47.8,45.9,0.423497997329773,0.430440587449933,0.146061415220294,1414,"170179.8536",56500,4936
1757,"JB-0173914-00",42.136519,-71.514567,10,"Loan",8638.5,2591.55,3,1341,"Gas",1,"",NA,1853,1.95,1898.3761,7524,"East Coast","MA","Milford","Comp Shingle Roof",1913,1,6,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.208819,182.728,9991205,0.04,49601,0.057777778,"Two Stories",0,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6234,43.1,42.1,44.5,0.422080107707842,0.470380343318748,0.10753954897341,2264,"237387.981",68849,8244
1757,"JB-0173914-00",42.136519,-71.514567,10,"Loan",8638.5,2591.55,3,1341,"Gas",1,"",NA,1853,1.95,1898.3761,7524,"East Coast","MA","Milford","Comp Shingle Roof",1913,1,6,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.208819,182.728,9991205,0.04,49601,0.057777778,"One Story",0,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6234,43.1,42.1,44.5,0.422080107707842,0.470380343318748,0.10753954897341,2264,"237387.981",68849,8244
1746,"JB-0173916-00",42.202342,-71.444436,30,"Loan",53928,16178.4,3,2130,"",NA,"",NA,1977,12.6,12793.728,13112,"East Coast","MA","Holliston","Comp Shingle Roof",1744,2,42,"Eversource Energy (NSTAR-Boston Edison)","PV Only",NA,0.183693,252.514,9991181,0.04,49601,0.048571429,"",1,3.84,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6111,44.5,42.2,46.2,0.330808416389812,0.5140642303433,0.155127353266888,9818,"231109.2055",68426,30562
1720,"JB-0173917-00",42.47625,-71.442323,38,"Loan",50511.25,15153.375,4,3981,"",NA,"",NA,2000,9.75,9435.3625,10049,"East Coast","MA","Acton","Comp Shingle Roof",3186,4,30,"Eversource Energy (NSTAR-Boston Edison)","PV+Storage",1,0.182671,152.9715,9991181,0.04,40003,0.21,"Two Stories",0,3.84,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6070,46.1,44.7,46.7,0.140413871303033,0.570821128224511,0.288765000472456,4714,"323753.2325",113662,15104
1748,"JB-0173922-00",42.208214,-71.524403,33,"Lease",41112.5,9934.275,4,2699,"Gas",1,"Central",1,1982,7.475,6062.5839,19071,"East Coast","MA","Hopkinton","Comp Shingle Roof",3056,2,23,"Eversource Energy (NSTAR-Boston Edison)","PV Only",NA,0.180128,338.0676,9991181,0.04,49601,0.309130435,"",0,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6114,30,26.8,32.3,0.610789862204724,0.336860236220472,0.0523499015748031,2818,"186323.1338",32542,27449
1701,"JB-0173932-00",42.311568,-71.405854,32,"Loan",7704,2311.2,3,884,"Oil",1,"",NA,1941,1.8,2032.8593,8819,"East Coast","MA","Framingham","Comp Shingle Roof",1249,1,6,"Eversource Energy (NSTAR-Boston Edison)","PV Only",NA,0.184775,187.5926,9991181,0.04,49601,0.01,"",0,3.84,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6039,50.3,52.1,47.1,0.171935235158057,0.533538936006168,0.294525828835775,509,"286974.0707",63587,1942
1752,"JB-0173941-00",42.349937,-71.558954,37,"PPA",21450,5007.6,3,1408,"Oil",1,"",NA,1890,3.9,3130.6574,9309,"East Coast","MA","Marlborough","Comp Shingle Roof",1117,1,13,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.21833,221.168,9991205,0.04,49601,0.166875,"",0,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6120,28.6,26.8,30.5,0.690888554216867,0.294553212851406,0.0145582329317269,777,"160803.9054",17588,9668
1702,"JB-0173944-00",42.275967,-71.439516,25,"PPA",38520,11556,3,1227,"",NA,"",NA,1953,9,9962.2159,5795,"East Coast","MA","Framingham","Comp Shingle Roof",1934,3,30,"Eversource Energy (NSTAR-Boston Edison)","PV Only",NA,0.203661,150.1496,9991181,0.04,49601,0,"",0,3.84,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6040,34.8,34,35.8,0.358654938765203,0.515003577290518,0.126341483944278,7824,"215469.8583",63871,35306
1702,"JB-0173946-00",42.293668,-71.436194,25,"Loan",28248,8474.4,4,2310,"",NA,"",NA,1994,6.6,7136.7776,3788,"East Coast","MA","Framingham","Comp Shingle Roof",1669,1,22,"Eversource Energy (NSTAR-Boston Edison)","PV Only",NA,0.209989,118.0848,9991181,0.04,49601,0.02,"",1,3.84,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6040,34.8,34,35.8,0.358654938765203,0.515003577290518,0.126341483944278,7824,"215469.8583",63871,35306
1752,"JB-0173955-00",42.35231,-71.593233,28,"Loan",26811.785,8043.5355,4,1696,"Gas",1,"None",0,1983,7.15,8085.0276,7966,"East Coast","MA","Marlborough","Comp Shingle Roof",1014,1,22,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.218808,145.252,9991205,0.04,40003,0.14,"One Story",1,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6120,28.6,26.8,30.5,0.690888554216867,0.294553212851406,0.0145582329317269,777,"160803.9054",17588,9668
1756,"JB-0173963-00",42.11148,-71.557277,22,"Loan",40060.8,12018.24,4,3999,"",NA,"",NA,1875,11.7,11663.6993,9753,"East Coast","MA","Mendon Town","Comp Shingle Roof",2475,3,39,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.217494,228.5666,9991205,0.04,49601,0.156153846,"",1,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6232,45.3,43.5,48.3,0.234817813765182,0.575348627980207,0.189833558254611,1107,"280616.0547",84274,3297
1752,"JB-0173971-00",42.355073,-71.545918,20,"PPA",33984,9244.8,3,1378,"Gas",1,"",NA,1950,7.2,6789.8301,6966,"East Coast","MA","Marlborough","Comp Shingle Roof",2188,1,24,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.220543,179.8236,9991205,0.04,49601,0.246896552,"",1,3.7,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6120,28.6,26.8,30.5,0.690888554216867,0.294553212851406,0.0145582329317269,777,"160803.9054",17588,9668
1810,"JB-0184401-00",42.634266,-71.16591,23,"Loan",26578.75,7973.625,4,1924,"",NA,"",NA,1973,4.5,4515.3069,5562,"East Coast","MA","Andover","Comp Shingle Roof",1462,1,15,"National Grid USA (Massachusetts Electric)","PV+Storage",1,0.21289,150.4729,9991205,0.04,49601,0.024,"",0,3.66,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6376,52.6,45.8,54.3,0.360655737704918,0.513661202185792,0.12568306010929,89,"520786.0169",94583,57
1844,"JB-0184408-00",42.740796,-71.123099,25,"Loan",37433.5,11230.05,3,2682,"Gas",1,"",NA,1989,8.45,9763.4532,10617,"East Coast","MA","Methuen","Comp Shingle Roof",1914,2,26,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.206745,234.7161,9991205,0.04,49601,0.060769231,"One Story",1,3.66,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6444,29.8,29.6,42.4,0.127659574468085,0.872340425531915,0,44,"354544.9545",74671,370
1876,"JB-0184409-00",42.585935,-71.230801,20,"Lease",51837.5,12101.7,3,1210,"Gas",1,"Central",1,1957,9.425,7629.0164,11296,"East Coast","MA","Tewksbury","Comp Shingle Roof",1118,2,29,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.204449,244.2534,9991205,0.04,49601,0.17,"",1,3.66,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6513,33.8,32.8,35,0.621172588442944,0.326874376486839,0.0519530350702172,5428,"183568.0473",40943,38978
1886,"JB-0184410-00",42.596087,-71.407977,40,"Loan",27643.2,8292.96,3,3590,"",NA,"",NA,2002,7.8,8639.0042,8137,"East Coast","MA","Westford","Comp Shingle Roof",3340,1,24,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.208539,193.2052,9991205,0.04,49601,0,"One Story",1,3.66,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6605,32.8,32,33.7,0.543791859866048,0.374549201442555,0.0816589386913962,2488,"215892.8085",36529,23397
1801,"JB-0184412-00",42.480898,-71.149334,45,"Loan",15408,4622.4,2,954,"Oil",1,"None",0,1850,3.6,3339.07,3271,"East Coast","MA","Woburn","Comp Shingle Roof",745,2,12,"Eversource Energy (NSTAR-Boston Edison)","PV Only",NA,0.201733,106.7875,9991181,0.04,49601,0,"",1,3.84,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6357,48.6,46.7,49.5,0.294682422451994,0.501793627347542,0.203523950200464,3679,"296979.6765",74262,12552
1803,"JB-0184415-00",42.512875,-71.212578,20,"Lease",37950,8859.6,3,1766,"",NA,"",NA,1973,6.9,4231.2406,5756,"East Coast","MA","Burlington","Comp Shingle Roof",1363,1,23,"Eversource Energy (NSTAR-Boston Edison)","PV Only",NA,0.187491,141.7317,9991181,0.04,49601,0.39,"Two Stories",1,3.66,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6360,37,35.3,38.2,0.510204081632653,0.413692962565143,0.0761029558022039,7744,"179570.7917",55148,37541
1854,"JB-0184416-00",42.654458,-71.331967,35,"Loan",11050,3315,3,1144,"",NA,"",NA,1950,2.6,2820.2715,2818,"East Coast","MA","Lowell","Comp Shingle Roof",1751,1,8,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.224997,104.6351,9991205,0.04,49601,0.08,"",0,3.66,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6468,44.1,43,44.6,0.250897397547113,0.543748130421777,0.20535447203111,6260,"365274.2874",109050,19479
1854,"JB-0184419-00",42.653126,-71.332228,41,"Loan",17277,5183.1,5,1617,"",NA,"",NA,1900,3.9,3571.7536,4593,"East Coast","MA","Lowell","Comp Shingle Roof",1371,2,12,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.213534,133.5284,9991205,0.04,49601,0.045,"",1,3.66,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6468,44.1,43,44.6,0.250897397547113,0.543748130421777,0.20535447203111,6260,"365274.2874",109050,19479
1803,"JB-0184423-00",42.50865,-71.227504,29,"Loan",49690.75,14907.225,4,2590,"",NA,"",NA,1960,9.9,7977.9017,9163,"East Coast","MA","Burlington","Comp Shingle Roof",1948,4,33,"Eversource Energy (NSTAR-Boston Edison)","PV+Storage",1,0.198138,151.2947,9991181,0.04,40003,0.313939394,"One Story",1,3.66,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6360,37,35.3,38.2,0.510204081632653,0.413692962565143,0.0761029558022039,7744,"179570.7917",55148,37541
1801,"JB-0184426-00",42.483476,-71.1731,38,"Loan",18716.75,5615.025,6,2136,"Gas",1,"None",0,1870,4.225,5236.1234,5856,"East Coast","MA","Woburn","Comp Shingle Roof",1975,1,13,"Eversource Energy (NSTAR-Boston Edison)","PV Only",NA,0.149563,124.7853,998504517,0.04,49601,0.04,"",1,3.84,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6357,48.6,46.7,49.5,0.294682422451994,0.501793627347542,0.203523950200464,3679,"296979.6765",74262,12552
1810,"JB-0184427-00",42.656307,-71.121153,25,"Cash",24518,7355.4,4,2979,"",NA,"",NA,2000,7.475,6181.5224,6428,"East Coast","MA","Andover","Comp Shingle Roof",2619,1,23,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.221091,170.2293,9991205,0.04,49601,0.3,"One Story",1,3.66,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6376,52.6,45.8,54.3,0.360655737704918,0.513661202185792,0.12568306010929,89,"520786.0169",94583,57
1876,"JB-0184428-00",42.60147,-71.182759,22,"Loan",44492.5,13347.75,4,3200,"Gas",1,"Central",1,1969,12.025,13683.8167,14815,"East Coast","MA","Tewksbury","Comp Shingle Roof",2284,2,37,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.204629,304.4301,9991205,0.04,49601,0.128108108,"",1,3.66,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6513,33.8,32.8,35,0.621172588442944,0.326874376486839,0.0519530350702172,5428,"183568.0473",40943,38978
1841,"JB-0184437-00",42.710887,-71.169655,40,"Lease",33984,8856,4,2152,"",NA,"",NA,1910,7.2,6799.9531,7072,"East Coast","MA","","Comp Shingle Roof",1355,2,24,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.220068,181.4918,9991205,0.04,49601,0.039166667,"Two Stories",1,3.66,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6441,47.8,48.2,47.4,0.278189721298901,0.474814625415495,0.246995653285605,1810,"315944.2704",86179,5438
1876,"JB-0184440-00",42.622551,-71.216906,24,"Loan",40365,12109.5,4,2995,"Gas / Solar",1,"Central",1,1983,11.7,11200.2899,19115,"East Coast","MA","Tewksbury","Comp Shingle Roof",3101,2,36,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.214151,392.9238,9991205,0.04,49601,0.288888889,"Above Two Stories",1,3.66,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6513,33.8,32.8,35,0.621172588442944,0.326874376486839,0.0519530350702172,5428,"183568.0473",40943,38978
1876,"JB-0184440-00",42.622551,-71.216906,24,"Loan",40365,12109.5,4,2995,"Gas / Solar",1,"Central",1,1983,11.7,11200.2899,19115,"East Coast","MA","Tewksbury","Comp Shingle Roof",3101,2,36,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.214151,392.9238,9991205,0.04,49601,0.288888889,"One Story",1,3.66,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6513,33.8,32.8,35,0.621172588442944,0.326874376486839,0.0519530350702172,5428,"183568.0473",40943,38978
1890,"JB-0184441-00",42.440584,-71.127193,40,"Loan",30519.84,9155.952,5,4106,"Oil",1,"Central",1,1954,7.8,7227.0843,5546,"East Coast","MA","Winchester","Comp Shingle Roof",2290,1,24,"Eversource Energy (NSTAR-Boston Edison)","PV Only",NA,0.203498,145.8482,9991181,0.04,49601,0.08,"",1,3.84,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6610,35.6,33.1,38.8,0.596665555185062,0.365521840613538,0.0378126042014005,3908,"143824.9982",38042,22735
1841,"JB-0184442-00",42.713372,-71.17762,34,"Lease",31350,7318.8,NA,1867,"",NA,"",NA,1900,5.7,5054.5502,7201,"East Coast","MA","","Comp Shingle Roof",1251,3,19,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.147403,140.2525,998504511,0.04,49601,0.107368421,"",1,3.66,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6441,47.8,48.2,47.4,0.278189721298901,0.474814625415495,0.246995653285605,1810,"315944.2704",86179,5438
1841,"JB-0184445-00",42.7007,-71.17362,35,"Lease",33000,7704,5,1438,"",NA,"",NA,1865,6,5386.9624,9834,"East Coast","MA","Lawrence","Comp Shingle Roof",1301,2,20,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.217165,229.7648,9991205,0.04,49601,0.22,"",1,3.66,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6441,47.8,48.2,47.4,0.278189721298901,0.474814625415495,0.246995653285605,1810,"315944.2704",86179,5438
1886,"JB-0184457-00",42.601266,-71.403291,40,"Loan",55250,16575,4,3444,"Gas",1,"Central",1,1995,13,13866.5444,22139,"East Coast","MA","Westford","Comp Shingle Roof",5763,6,40,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.213606,445.884,9991205,0.04,49601,0.16,"Two Stories",1,3.66,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6605,32.8,32,33.7,0.543791859866048,0.374549201442555,0.0816589386913962,2488,"215892.8085",36529,23397
1801,"JB-0184458-00",42.467625,-71.171708,24,"Lease",57750,13482,4,1878,"Gas",1,"Central",1,1955,10.5,9994.0078,9950,"East Coast","MA","Woburn","Comp Shingle Roof",1635,3,35,"Eversource Energy (NSTAR-Boston Edison)","PV Only",NA,0.197657,215.6893,9991181,0.04,49601,0,"",0,3.84,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6357,48.6,46.7,49.5,0.294682422451994,0.501793627347542,0.203523950200464,3679,"296979.6765",74262,12552
1826,"JB-0184459-00",42.678774,-71.295639,23,"Loan",21376,5392.8,3,864,"",NA,"",NA,1953,4.2,3908.8366,3743,"East Coast","MA","Dracut","Comp Shingle Roof",1002,1,14,"Eversource Energy (NSTAR-Boston Edison)","PV Only",NA,0.210537,117.4683,9991181,0.04,49601,0.16,"",0,3.66,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6412,51.1,49.1,52.6,0.27360248447205,0.542857142857143,0.183540372670807,1330,"349715.6966",80185,3994
1907,"JB-0192553-00",42.481304,-70.912999,45,"Loan",17277,5183.1,3,1100,"",NA,"",NA,1900,3.9,4178.5556,3979,"East Coast","MA","Swampscott","Comp Shingle Roof",1061,1,12,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.217075,123.7767,9991205,0.04,49601,0.01,"",1,3.84,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6755,40.2,40.1,40.4,0.311258278145695,0.587748344370861,0.100993377483444,280,"292812.0286",98611,1133
1915,"JB-0192587-00",42.566151,-70.815651,40,"Loan",28248,8474.4,4,2536,"",NA,"",NA,1900,6.6,5960.4295,8311,"East Coast","MA","Beverly","Comp Shingle Roof",2164,2,22,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.208514,196.212,9991205,0.04,49601,0.01,"One Story",1,3.66,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6776,43.6,41.8,45.1,0.330623164078892,0.527224087284935,0.142152748636173,7862,"284572.7899",87087,26889
1902,"JB-0192588-00",42.488971,-70.934452,44,"Loan",13054,3916.2,4,1453,"Oil",1,"",NA,1926,3.25,3545.6996,4357,"East Coast","MA","Lynn","Comp Shingle Roof",1692,1,10,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.215659,130.1004,9991205,0.04,49601,0.13,"",1,3.84,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6716,45.3,44,46.4,0.443698043496515,0.42698799227475,0.129313964228735,5056,"254460.5543",79520,16680
1915,"JB-0192596-00",42.561924,-70.874449,30,"Loan",54249,16274.7,4,2200,"",NA,"",NA,2015,12.675,12181.8593,12565,"East Coast","MA","Beverly","Comp Shingle Roof",1943,2,39,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.207271,268.8279,9991205,0.04,49601,0.099230769,"",0,3.66,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6776,43.6,41.8,45.1,0.330623164078892,0.527224087284935,0.142152748636173,7862,"284572.7899",87087,26889
1905,"JB-0192605-00",42.462317,-70.975725,40,"Loan",28795,8638.5,3,1347,"",NA,"",NA,1910,6.5,6372.0794,2840,"East Coast","MA","Lynn","Comp Shingle Roof",1215,2,20,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.234117,55.4077,9991205,0.04,40003,0,"",1,3.84,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6752,54.8,54.6,55.1,0.21498127340824,0.528838951310861,0.256179775280899,692,"344277.0694",450,8
1915,"JB-0192612-00",42.556149,-70.864169,30,"PPA",72600,16948.8,3,2857,"",NA,"Central / Other",1,1940,13.2,12405.9467,15400,"East Coast","MA","Beverly","Comp Shingle Roof",1949,4,44,"National Grid USA (Massachusetts Electric)","PV Only",NA,0.215175,327.9401,9991205,0.04,49601,0.102790698,"",1,3.66,979.3870971,629193.6918,9109806.902,5364903.132,4973756.182,26668790.97,14817.7108,46894852.31,6776,43.6,41.8,45.1,0.330623164078892,0.527224087284935,0.142152748636173,7862,"284572.7899",87087,26889
